0	7
1	0
2	3
3	4
4	0
5	2
6	0
7	7
8	2
9	7
10	2
11	9
12	5
13	2
14	4
15	2
16	2
17	2
18	2
19	4
20	7
21	3
22	2
23	2
24	4
25	0
26	2
27	3
28	3
29	2
30	2
31	6
32	2
33	0
34	8
35	2
36	9
37	3
38	2
39	0
40	3
41	9
42	2
43	7
44	3
45	2
46	2
47	2
48	2
49	2
50	9
51	6
52	8
53	6
54	2
55	0
56	3
57	5
58	2
59	3
60	2
61	5
62	3
63	7
64	7
65	0
66	2
67	2
68	2
69	0
70	3
71	2
72	0
73	6
74	3
75	6
76	6
77	5
78	2
79	3
80	6
81	2
82	2
83	6
84	3
85	3
86	6
87	6
88	2
89	2
90	2
91	7
92	2
93	3
94	2
95	2
96	6
97	2
98	2
99	2
100	2
101	2
102	4
103	3
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	6
112	3
113	3
114	2
115	3
116	2
117	3
118	1
119	2
120	2
121	1
122	3
123	2
124	2
125	3
126	2
127	2
128	2
129	3
130	2
131	2
132	2
133	2
134	3
135	2
136	2
137	7
138	2
139	3
140	2
141	7
142	1
143	10
144	6
145	2
146	2
147	3
148	10
149	3
150	6
151	3
152	6
153	7
154	7
155	2
156	6
157	2
158	1
159	2
160	3
161	3
162	2
163	2
164	2
165	6
166	6
167	6
168	3
169	2
170	3
171	6
172	2
173	2
174	3
175	2
176	2
177	3
178	6
179	0
180	7
181	2
182	3
183	8
184	2
185	2
186	3
187	3
188	8
189	7
190	3
191	7
192	7
193	2
194	8
195	2
196	3
197	0
198	6
199	2
200	2
201	3
202	2
203	7
204	2
205	3
206	3
207	7
208	6
209	6
210	6
211	6
212	3
213	2
214	6
215	6
216	6
217	6
218	6
219	3
220	2
221	7
222	2
223	9
224	2
225	7
226	2
227	6
228	6
229	3
230	7
231	3
232	6
233	2
234	2
235	2
236	4
237	2
238	2
239	2
240	0
241	2
242	3
243	0
244	3
245	3
246	2
247	8
248	2
249	2
250	2
251	2
252	6
253	3
254	3
255	2
256	2
257	2
258	2
259	2
260	7
261	6
262	7
263	2
264	1
265	7
266	2
267	0
268	2
269	2
270	4
271	2
272	2
273	2
274	6
275	2
276	6
277	1
278	1
279	8
280	0
281	7
282	7
283	2
284	7
285	0
286	0
287	7
288	2
289	2
290	3
291	0
292	3
293	0
294	7
295	2
296	2
297	0
298	2
299	3
300	3
301	3
302	2
303	6
304	6
305	3
306	2
307	7
308	6
309	6
310	3
311	10
312	6
313	3
314	6
315	6
316	10
317	10
318	2
319	6
320	6
321	3
322	6
323	6
324	6
325	3
326	2
327	2
328	6
329	2
330	3
331	6
332	2
333	2
334	3
335	2
336	1
337	2
338	2
339	2
340	2
341	2
342	3
343	5
344	9
345	7
346	7
347	7
348	7
349	9
350	2
351	7
352	7
353	2
354	7
355	0
356	1
357	7
358	1
359	6
360	2
361	2
362	2
363	0
364	3
365	6
366	5
367	0
368	2
369	0
370	0
371	0
372	7
373	3
374	3
375	0
376	0
377	2
378	6
379	6
380	2
381	2
382	0
383	0
384	5
385	3
386	3
387	7
388	3
389	8
390	2
391	3
392	2
393	3
394	2
395	3
396	5
397	0
398	2
399	2
400	2
401	2
402	2
403	2
404	2
405	2
406	2
407	2
408	0
409	3
410	6
411	2
412	2
413	2
414	3
415	2
416	2
417	2
418	2
419	2
420	2
421	2
422	2
423	0
424	2
425	3
426	3
427	3
428	6
429	2
430	2
431	2
432	2
433	3
434	2
435	6
436	2
437	7
438	2
439	3
440	7
441	2
442	2
443	2
444	2
445	3
446	3
447	2
448	9
449	4
450	6
451	2
452	9
453	2
454	3
455	3
456	2
457	2
458	6
459	6
460	7
461	6
462	6
463	8
464	2
465	2
466	2
467	3
468	2
469	2
470	8
471	7
472	7
473	2
474	2
475	6
476	10
477	2
478	3
479	6
480	2
481	3
482	6
483	6
484	6
485	3
486	3
487	2
488	6
489	2
490	2
491	3
492	3
493	3
494	2
495	5
496	2
497	3
498	2
499	3
500	3
501	2
502	2
503	3
504	3
505	2
506	3
507	2
508	3
509	0
510	2
511	3
512	3
513	1
514	8
515	3
516	3
517	3
518	2
519	3
520	3
521	2
522	0
523	2
524	3
525	2
526	2
527	6
528	2
529	2
530	2
531	2
532	6
533	10
534	6
535	3
536	6
537	3
538	2
539	2
540	3
541	6
542	2
543	9
544	3
545	2
546	2
547	2
548	3
549	3
550	3
551	2
552	6
553	3
554	0
555	2
556	7
557	7
558	8
559	2
560	3
561	3
562	7
563	7
564	7
565	7
566	2
567	3
568	7
569	3
570	6
571	2
572	6
573	6
574	7
575	6
576	7
577	7
578	0
579	5
580	6
581	1
582	0
583	6
584	5
585	2
586	6
587	5
588	2
589	9
590	4
591	6
592	6
593	3
594	1
595	5
596	3
597	3
598	2
599	2
600	2
601	7
602	0
603	7
604	7
605	5
606	7
607	1
608	1
609	0
610	3
611	6
612	3
613	7
614	7
615	3
616	6
617	2
618	2
619	1
620	2
621	2
622	4
623	0
624	7
625	2
626	2
627	2
628	3
629	2
630	2
631	7
632	2
633	2
634	2
635	2
636	3
637	7
638	7
639	5
640	7
641	7
642	7
643	0
644	0
645	0
646	0
647	1
648	5
649	2
650	2
651	2
652	7
653	2
654	2
655	2
656	2
657	2
658	2
659	2
660	2
661	2
662	2
663	2
664	0
665	8
666	3
667	2
668	2
669	2
670	7
671	6
672	7
673	2
674	2
675	5
676	0
677	0
678	2
679	0
680	0
681	0
682	0
683	2
684	0
685	0
686	6
687	6
688	6
689	5
690	6
691	6
692	6
693	0
694	7
695	7
696	7
697	6
698	9
699	7
700	4
701	7
702	7
703	3
704	7
705	7
706	3
707	2
708	3
709	2
710	7
711	7
712	3
713	3
714	3
715	2
716	8
717	7
718	6
719	7
720	7
721	8
722	6
723	3
724	7
725	6
726	3
727	2
728	2
729	0
730	5
731	0
732	0
733	8
734	2
735	8
736	2
737	1
738	0
739	6
740	3
741	0
742	7
743	7
744	0
745	0
746	0
747	4
748	0
749	5
750	5
751	0
752	0
753	7
754	4
755	7
756	2
757	5
758	5
759	5
760	5
761	4
762	0
763	0
764	2
765	2
766	2
767	2
768	7
769	6
770	0
771	5
772	7
773	1
774	0
775	0
776	0
777	5
778	1
779	7
780	2
781	0
782	2
783	2
784	2
785	7
786	0
787	5
788	0
789	0
790	1
791	1
792	4
793	1
794	6
795	2
796	2
797	2
798	2
799	3
800	2
801	2
802	1
803	4
804	0
805	0
806	0
807	0
808	7
809	5
810	5
811	7
812	5
813	4
814	0
815	0
816	0
817	0
818	0
819	1
820	4
821	0
822	2
823	2
824	3
825	6
826	7
827	2
828	2
829	2
830	9
831	2
832	9
833	9
834	9
835	0
836	0
837	6
838	2
839	2
840	5
841	0
842	5
843	0
844	2
845	0
846	0
847	0
848	7
849	6
850	2
851	3
852	0
853	1
854	5
855	6
856	2
857	3
858	5
859	5
860	5
861	0
862	0
863	5
864	0
865	4
866	6
867	8
868	2
869	4
870	2
871	3
872	7
873	5
874	7
875	3
876	2
877	2
878	7
879	7
880	6
881	6
882	0
883	0
884	0
885	6
886	2
887	0
888	0
889	0
890	7
891	2
892	2
893	2
894	2
895	2
896	2
897	5
898	7
899	2
900	3
901	0
902	7
903	7
904	9
905	9
906	3
907	6
908	3
909	2
910	9
911	4
912	0
913	0
914	0
915	0
916	2
917	2
918	2
919	0
920	4
921	6
922	6
923	1
924	7
925	0
926	0
927	0
928	2
929	2
930	2
931	5
932	5
933	2
934	5
935	2
936	7
937	6
938	2
939	2
940	2
941	0
942	5
943	6
944	5
945	7
946	6
947	6
948	3
949	2
950	7
951	2
952	6
953	0
954	6
955	3
956	2
957	8
958	0
959	3
960	0
961	0
962	6
963	6
964	6
965	5
966	6
967	2
968	2
969	6
970	6
971	4
972	0
973	2
974	2
975	2
976	2
977	2
978	5
979	0
980	0
981	6
982	2
983	2
984	6
985	3
986	3
987	6
988	6
989	6
990	6
991	6
992	2
993	2
994	3
995	3
996	2
997	7
998	2
999	3
